,RBP?,cluster,phase,meanLogFC,pvalue,p_adjust,Product Description,Input ID,Paralog count,Chromosome,Genomic Location (Gene),Genomic Location (Transcript)
C4B63_44g191,No,early,14.4092578478586,0.876493672547965,0,0,pre-rRNA processing protein FTSJ3 methyltransferase,C4B63_44g191,0,Not Assigned,"PRFA01000044:142,002..142,850(-)",PRFA01000044:142002..142850(-)
C4B63_44g193,No,middle,18.72674847394,0.247073936259036,0,0,mitochondrial RNA binding complex 1 subunit,C4B63_44g193,0,Not Assigned,"PRFA01000044:135,997..138,687(-)",PRFA01000044:135997..138687(-)
C4B63_44g210,No,early,15.3149419557784,0.402688470673468,0,0,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase,C4B63_44g210,109,Not Assigned,"PRFA01000044:102,253..103,593(-)",PRFA01000044:102253..103593(-)
C4B63_44g218,No,middle,26.7597226245168,0.868789113147246,0,0,conserved hypothetical protein,C4B63_44g218,0,Not Assigned,"PRFA01000044:84,710..86,203(-)",PRFA01000044:84710..86203(-)
C4B63_44g221,No,middle,26.0223641942284,2.19200528518074,0,0,cytoskeleton-associated protein CAP5.5,C4B63_44g221,0,Not Assigned,"PRFA01000044:74,426..76,804(-)",PRFA01000044:74426..76804(-)
C4B63_44g226,No,early,15.236022278178,0.641274458663732,0,0,conserved hypothetical protein,C4B63_44g226,0,Not Assigned,"PRFA01000044:59,710..61,569(-)",PRFA01000044:59710..61569(-)
C4B63_44g833c,No,late,33.4787127461877,0.293392072284551,0,0,conserved hypothetical protein,C4B63_44g833c,0,Not Assigned,"PRFA01000044:311,964..312,350(-)",PRFA01000044:311964..312350(-)
C4B63_45g102,No,early,12.3745465416308,0.505629249153698,0,0,40S ribosomal protein S9,C4B63_45g102,1,Not Assigned,"PRFA01000045:221,526..222,098(+)",PRFA01000045:221526..222098(+)
C4B63_45g131,No,late,37.7503186172292,0.937869906124465,0,0,ubiquitin-conjugating enzyme E2,C4B63_45g131,0,Not Assigned,"PRFA01000045:290,277..290,759(+)",PRFA01000045:290277..290759(+)
C4B63_45g134,No,late,31.3587888306517,2.56946989513431,0,0,ras-related protein RAB1A,C4B63_45g134,0,Not Assigned,"PRFA01000045:305,119..305,739(+)",PRFA01000045:305119..305739(+)
C4B63_45g228,No,middle,26.540821442517,1.38866518203648,0,0,conserved hypothetical protein,C4B63_45g228,0,Not Assigned,"PRFA01000045:59,486..61,864(-)",PRFA01000045:59486..61864(-)
C4B63_45g236,No,late,29.8053517575333,1.83445908423009,0,0,ubiquitin-protein ligase,C4B63_45g236,3,Not Assigned,"PRFA01000045:39,914..45,943(-)",PRFA01000045:39914..45943(-)
C4B63_45g76,No,early,15.0883146209845,0.571025224030595,0,0,60S ribosomal protein L7a,C4B63_45g76,1,Not Assigned,"PRFA01000045:165,694..166,617(+)",PRFA01000045:165694..166617(+)
C4B63_45g84,No,middle,19.9375398115249,0.437895300411794,0,0,conserved hypothetical protein,C4B63_45g84,0,Not Assigned,"PRFA01000045:187,004..188,446(+)",PRFA01000045:187004..188446(+)
C4B63_45g96,No,middle,25.0289336962139,0.255761534955232,0,0,conserved hypothetical protein,C4B63_45g96,0,Not Assigned,"PRFA01000045:201,223..204,705(+)",PRFA01000045:201223..204705(+)
C4B63_45g97,No,middle,20.3845723524046,0.277642894618518,0,0,eukaryotic translation initiation factor 3 subunit h,C4B63_45g97,0,Not Assigned,"PRFA01000045:205,945..206,949(+)",PRFA01000045:205945..206949(+)
C4B63_46g12,No,middle,19.9328264393831,0.612796477313479,0,0,dynein heavy chain,C4B63_46g12,33,Not Assigned,"PRFA01000046:45,600..59,609(+)",PRFA01000046:45600..59609(+)
C4B63_46g14,No,early,15.693526680088,0.614083673606453,0,0,squalene monooxygenase,C4B63_46g14,0,Not Assigned,"PRFA01000046:65,348..67,066(+)",PRFA01000046:65348..67066(+)
C4B63_46g140c,No,middle,26.3337106925176,1.02690384997836,0,0,ubiquitin-conjugating enzyme,C4B63_46g140c,0,Not Assigned,"PRFA01000046:80,654..81,070(+)",PRFA01000046:80654..81070(+)
C4B63_46g32,No,middle,16.522208008263,0.25855699303537,0,0,E3 ubiquitin-protein ligase HERC2,C4B63_46g32,0,Not Assigned,"PRFA01000046:104,040..117,308(+)",PRFA01000046:104040..117308(+)
C4B63_46g34,No,middle,18.2613157308785,0.231045234227745,0,0,conserved hypothetical protein,C4B63_46g34,0,Not Assigned,"PRFA01000046:118,852..119,817(+)",PRFA01000046:118852..119817(+)
C4B63_46g51,No,middle,16.6250287288899,0.258134644402037,0,0,endomembrane protein,C4B63_46g51,0,Not Assigned,"PRFA01000046:179,348..181,144(+)",PRFA01000046:179348..181144(+)
C4B63_46g77,No,early,12.1629284761478,0.780396878336325,0,0,40S ribosomal protein S4,C4B63_46g77,7,Not Assigned,"PRFA01000046:233,894..234,715(+)",PRFA01000046:233894..234715(+)
C4B63_46g91,No,middle,21.1225376893732,0.578959629530789,0,0,leucyl-tRNA synthetase,C4B63_46g91,0,Not Assigned,"PRFA01000046:272,959..276,189(+)",PRFA01000046:272959..276189(+)
C4B63_47g31,No,middle,17.6772065218455,0.404183865176417,0,0,adenylate kinase,C4B63_47g31,0,Not Assigned,"PRFA01000047:67,164..67,820(+)",PRFA01000047:67164..67820(+)
C4B63_47g34,No,middle,20.5059251941023,0.511277795046275,0,0,mitochondrial malate dehydrogenase,C4B63_47g34,0,Not Assigned,"PRFA01000047:72,477..73,433(+)",PRFA01000047:72477..73433(+)
C4B63_47g40,No,middle,22.7354519280677,0.177482948006331,0,0,CS domain containing protein,C4B63_47g40,1,Not Assigned,"PRFA01000047:88,162..88,752(+)",PRFA01000047:88162..88752(+)
C4B63_47g47,No,middle,16.3180972007364,0.465115687570604,0,0,U3 small nucleolar RNA-interacting protein 2,C4B63_47g47,0,Not Assigned,"PRFA01000047:105,700..107,787(+)",PRFA01000047:105700..107787(+)
C4B63_47g50,No,middle,24.1209993906233,0.432347201423702,0,0,conserved hypothetical protein,C4B63_47g50,0,Not Assigned,"PRFA01000047:112,607..113,476(+)",PRFA01000047:112607..113476(+)
C4B63_47g55,No,late,33.1692073571499,0.276513135509374,0,0,eukaryotic translation initiation factor 5,C4B63_47g55,0,Not Assigned,"PRFA01000047:122,860..123,993(+)",PRFA01000047:122860..123993(+)
C4B63_47g64,No,early,13.7159839812705,0.636688498649873,0,0,ribosomal protein S25,C4B63_47g64,1,Not Assigned,"PRFA01000047:139,002..139,334(+)",PRFA01000047:139002..139334(+)
C4B63_47g71,No,middle,24.5193733949583,1.02103442401306,0,0,Voltage-dependent calcium channel subunit,C4B63_47g71,1,Not Assigned,"PRFA01000047:149,544..157,712(+)",PRFA01000047:149544..157712(+)
C4B63_47g72,No,middle,17.1319159484747,0.531269058723225,0,0,enolase,C4B63_47g72,0,Not Assigned,"PRFA01000047:159,270..160,559(+)",PRFA01000047:159270..160559(+)
C4B63_47g73,No,middle,23.6471300788178,0.492402362405294,0,0,importin beta-1 subunit,C4B63_47g73,0,Not Assigned,"PRFA01000047:161,219..163,813(+)",PRFA01000047:161219..163813(+)
C4B63_47g82,No,middle,24.6956845391826,0.255639209437548,0,0,"Translation factor GUF1, mitochondrial",C4B63_47g82,0,Not Assigned,"PRFA01000047:181,656..183,902(+)",PRFA01000047:181656..183902(+)
C4B63_47g92,No,late,47.1980175502651,0.364561668603895,0,0,trans-sialidase,C4B63_47g92,710,Not Assigned,"PRFA01000047:221,928..224,669(+)",PRFA01000047:221928..224669(+)
C4B63_483g4,No,middle,18.6095325450803,0.37097297888962,0,0,retrotransposon hot spot (RHS) protein,C4B63_483g4,704,Not Assigned,"PRFA01000483:10,789..13,722(+)",PRFA01000483:10789..13722(+)
C4B63_48g105,No,middle,21.1198459972693,0.259807446861521,0,0,Major vault protein,C4B63_48g105,2,Not Assigned,"PRFA01000048:272,307..273,497(-)",PRFA01000048:272307..273497(-)
C4B63_48g107,No,middle,24.6545347434574,0.413150535397147,0,0,ATP-dependent DEAD/H RNA helicase,C4B63_48g107,0,Not Assigned,"PRFA01000048:268,833..270,368(-)",PRFA01000048:268833..270368(-)
C4B63_48g132,No,middle,26.9066612021578,1.11121832584399,0,0,universal minicircle sequence binding protein,C4B63_48g132,2,Not Assigned,"PRFA01000048:214,628..215,209(-)",PRFA01000048:214628..215209(-)
C4B63_48g133,No,late,31.2755505336105,3.11896947287436,0,0,poly-zinc-finger protein 2,C4B63_48g133,2,Not Assigned,"PRFA01000048:210,736..211,314(-)",PRFA01000048:210736..211314(-)
C4B63_48g134,No,middle,21.9281010492775,0.437128992398548,0,0,clathrin heavy chain,C4B63_48g134,0,Not Assigned,"PRFA01000048:202,953..208,061(-)",PRFA01000048:202953..208061(-)
C4B63_48g137,No,middle,18.2607278234575,0.378414236373618,0,0,Cohesin subunit SA-1,C4B63_48g137,0,Not Assigned,"PRFA01000048:195,680..199,135(-)",PRFA01000048:195680..199135(-)
C4B63_48g138,No,middle,17.6075643916668,0.695871822168044,0,0,conserved hypothetical protein,C4B63_48g138,0,Not Assigned,"PRFA01000048:190,468..195,078(-)",PRFA01000048:190468..195078(-)
C4B63_48g159,No,middle,17.9333430572823,0.759031546470071,0,0,25 kDa translation elongation factor 1-beta,C4B63_48g159,1,Not Assigned,"PRFA01000048:137,913..138,506(-)",PRFA01000048:137913..138506(-)
C4B63_48g163,No,middle,19.7554752164518,0.141496311130118,0,0,ARF-like 2 binding protein BART,C4B63_48g163,0,Not Assigned,"PRFA01000048:130,459..131,490(-)",PRFA01000048:130459..131490(-)
C4B63_48g168,No,middle,21.7804932342056,0.325860406437753,0,0,AAA ATPase,C4B63_48g168,1,Not Assigned,"PRFA01000048:118,722..121,058(-)",PRFA01000048:118722..121058(-)
C4B63_48g18,No,early,13.9729491800874,0.438807452424398,0,0,40S ribosomal protein S3,C4B63_48g18,1,Not Assigned,"PRFA01000048:45,839..46,483(+)",PRFA01000048:45839..46483(+)
C4B63_48g23,No,middle,28.4127947468002,0.865651974712418,0,0,nicotinate phosphoribosyltransferase,C4B63_48g23,0,Not Assigned,"PRFA01000048:59,363..60,646(+)",PRFA01000048:59363..60646(+)
C4B63_48g641c,No,early,11.3317955492906,1.15643475771724,0,0,60S ribosomal protein L37a,C4B63_48g641c,1,Not Assigned,"PRFA01000048:291,520..291,792(-)",PRFA01000048:291520..291792(-)
C4B63_48g693c,No,middle,16.2055753773176,0.552503536212978,0,0,conserved hypothetical protein,C4B63_48g693c,0,Not Assigned,"PRFA01000048:251,287..251,601(-)",PRFA01000048:251287..251601(-)
C4B63_48g736c,No,middle,18.6985554991499,0.320529968145488,0,0,universal minicircle sequence binding protein 1,C4B63_48g736c,2,Not Assigned,"PRFA01000048:215,745..216,149(-)",PRFA01000048:215745..216149(-)
C4B63_48g92,No,middle,20.758981848361,0.25787725212503,0,0,"chaperonin HSP60, mitochondrial precursor",C4B63_48g92,18,Not Assigned,"PRFA01000048:297,669..298,535(-)",PRFA01000048:297669..298535(-)
C4B63_48g95,No,middle,23.0412413155763,0.19931976121739,0,0,ring finger containing protein,C4B63_48g95,0,Not Assigned,"PRFA01000048:293,281..293,925(-)",PRFA01000048:293281..293925(-)
C4B63_49g112,No,middle,19.8717355415876,0.447578004338402,0,0,conserved hypothetical protein,C4B63_49g112,0,Not Assigned,"PRFA01000049:280,644..281,426(-)",PRFA01000049:280644..281426(-)
C4B63_49g162,No,early,12.5938765022861,0.629083442736738,0,0,60S ribosomal protein L14,C4B63_49g162,1,Not Assigned,"PRFA01000049:133,426..133,968(-)",PRFA01000049:133426..133968(-)
C4B63_49g174,No,middle,23.5752360762623,1.0226562678634,0,0,conserved hypothetical protein,C4B63_49g174,1,Not Assigned,"PRFA01000049:115,464..118,223(-)",PRFA01000049:115464..118223(-)
C4B63_49g192,No,middle,22.7312224577331,0.595572816312867,0,0,cysteine peptidase C (CPC),C4B63_49g192,0,Not Assigned,"PRFA01000049:85,204..86,205(-)",PRFA01000049:85204..86205(-)
C4B63_49g65,No,middle,18.2941493286002,0.465305520349748,0,0,farnesyl pyrophosphate synthase,C4B63_49g65,0,Not Assigned,"PRFA01000049:168,914..170,002(+)",PRFA01000049:168914..170002(+)
C4B63_49g79,No,middle,18.6388654148196,0.216116840629421,0,0,"WD domain, G-beta repeat",C4B63_49g79,0,Not Assigned,"PRFA01000049:204,450..205,463(+)",PRFA01000049:204450..205463(+)
C4B63_49g921c,No,middle,19.0367874233466,0.317638865925174,0,0,conserved hypothetical protein,C4B63_49g921c,0,Not Assigned,"PRFA01000049:90,985..91,278(-)",PRFA01000049:90985..91278(-)
C4B63_4g103,No,middle,22.9486229413483,0.509899334780939,0,0,intraflagellar transport protein 140,C4B63_4g103,0,Not Assigned,"PRFA01000004:452,663..457,669(+)",PRFA01000004:452663..457669(+)
C4B63_4g110,No,late,33.3234389027803,1.37033157795639,0,0,protein kinase(fragment),C4B63_4g110,0,Not Assigned,"PRFA01000004:471,402..476,198(+)",PRFA01000004:471402..476198(+)
C4B63_4g116,No,early,12.6903883490756,0.603152853387381,0,0,FACT complex subunit ssrp1-B,C4B63_4g116,0,Not Assigned,"PRFA01000004:493,285..494,985(+)",PRFA01000004:493285..494985(+)
C4B63_4g127,No,middle,17.406958682286,0.234257681568208,0,0,U3 small nucleolar RNA-associated protein 14 homolog A,C4B63_4g127,1,Not Assigned,"PRFA01000004:508,726..511,212(+)",PRFA01000004:508726..511212(+)
C4B63_4g140,No,late,30.3010463489214,0.493484681995186,0,0,conserved hypothetical protein,C4B63_4g140,0,Not Assigned,"PRFA01000004:542,007..543,017(+)",PRFA01000004:542007..543017(+)
C4B63_4g145,No,middle,24.8597509504646,0.428733575677391,0,0,nuclear segregation protein,C4B63_4g145,0,Not Assigned,"PRFA01000004:549,611..551,047(+)",PRFA01000004:549611..551047(+)
C4B63_4g146,No,middle,28.0495960054196,0.812655454101385,0,0,pyruvate kinase 2,C4B63_4g146,1,Not Assigned,"PRFA01000004:552,244..553,743(+)",PRFA01000004:552244..553743(+)
C4B63_4g178,No,early,11.4595926969748,0.911659287984087,0,0,60S ribosomal protein L10a,C4B63_4g178,2,Not Assigned,"PRFA01000004:707,779..708,423(+)",PRFA01000004:707779..708423(+)
C4B63_4g184,No,late,34.6184390546367,3.85060333463867,0,0,citrate synthase,C4B63_4g184,0,Not Assigned,"PRFA01000004:724,506..725,924(+)",PRFA01000004:724506..725924(+)
C4B63_4g188,No,middle,21.183762162091,0.51951738205707,0,0,"Elongation factor Tu, mitochondrial",C4B63_4g188,0,Not Assigned,"PRFA01000004:741,770..743,179(+)",PRFA01000004:741770..743179(+)
C4B63_4g201,No,early,14.0334909879589,0.687822482228048,0,0,Protein ILITYHIA,C4B63_4g201,1,Not Assigned,"PRFA01000004:762,273..769,757(+)",PRFA01000004:762273..769757(+)
C4B63_4g207,No,middle,27.1077261896078,0.661914437196715,0,0,conserved hypothetical protein,C4B63_4g207,1,Not Assigned,"PRFA01000004:780,381..784,037(+)",PRFA01000004:780381..784037(+)
C4B63_4g250,No,late,38.7627534330311,1.41653182341942,0,0,"Zinc finger, C3HC4 type (RING finger) containing protein",C4B63_4g250,0,Not Assigned,"PRFA01000004:876,439..877,503(+)",PRFA01000004:876439..877503(+)
C4B63_4g258,No,middle,19.343062524968,0.239210017787254,0,0,prolyl-tRNA synthetase,C4B63_4g258,0,Not Assigned,"PRFA01000004:889,145..891,577(+)",PRFA01000004:889145..891577(+)
C4B63_4g267,No,middle,17.0948941654775,0.657669144562438,0,0,mitochondrial carrier protein,C4B63_4g267,0,Not Assigned,"PRFA01000004:907,735..908,715(+)",PRFA01000004:907735..908715(+)
C4B63_4g324,No,middle,21.5881044750217,0.620252565822737,0,0,aconitase,C4B63_4g324,0,Not Assigned,"PRFA01000004:673,016..675,712(-)",PRFA01000004:673016..675712(-)
C4B63_4g347,No,middle,25.0088518173373,1.63640176831911,0,0,conserved hypothetical protein,C4B63_4g347,0,Not Assigned,"PRFA01000004:634,792..636,174(-)",PRFA01000004:634792..636174(-)
C4B63_4g353,No,early,14.4018891689558,0.375752626508293,0,0,conserved hypothetical protein,C4B63_4g353,0,Not Assigned,"PRFA01000004:621,306..622,187(-)",PRFA01000004:621306..622187(-)
C4B63_4g356,Yes,middle,21.5709586179612,0.299204344314664,0,0,RNA-binding protein 29,C4B63_4g356,0,Not Assigned,"PRFA01000004:615,228..616,496(-)",PRFA01000004:615228..616496(-)
C4B63_4g422,No,late,30.0024359506072,0.79692452240165,0,0,C-terminal motor kinesin,C4B63_4g422,0,Not Assigned,"PRFA01000004:353,026..355,497(-)",PRFA01000004:353026..355497(-)
C4B63_4g427,Yes,late,30.4907473171268,1.4139474222536,0,0,RNA-binding protein,C4B63_4g427,0,Not Assigned,"PRFA01000004:340,860..341,702(-)",PRFA01000004:340860..341702(-)
C4B63_4g429,Yes,late,30.1169893346877,2.31616942587645,0,0,RNA-binding protein,C4B63_4g429,0,Not Assigned,"PRFA01000004:336,466..337,746(-)",PRFA01000004:336466..337746(-)
C4B63_4g450,No,early,12.2613353681051,0.778873376642319,0,0,40S ribosomal protein S13,C4B63_4g450,2,Not Assigned,"PRFA01000004:290,589..291,044(-)",PRFA01000004:290589..291044(-)
C4B63_4g463,No,late,34.2140399128076,1.30410855895215,0,0,conserved hypothetical protein,C4B63_4g463,0,Not Assigned,"PRFA01000004:265,271..266,734(-)",PRFA01000004:265271..266734(-)
C4B63_4g470,No,late,30.2751233563836,0.984141962654259,0,0,protein kinase,C4B63_4g470,0,Not Assigned,"PRFA01000004:241,128..244,256(-)",PRFA01000004:241128..244256(-)
C4B63_4g473,No,middle,20.0471255700533,0.404568753472611,0,0,CYTH domain containing protein,C4B63_4g473,0,Not Assigned,"PRFA01000004:230,362..232,257(-)",PRFA01000004:230362..232257(-)
C4B63_4g475,No,middle,24.3589666961857,0.279025092595321,0,0,histone H3 variant V,C4B63_4g475,0,Not Assigned,"PRFA01000004:228,788..229,243(-)",PRFA01000004:228788..229243(-)
C4B63_4g477,No,middle,20.3983128538923,0.404435261014383,0,0,Probable ATP-dependent RNA helicase DHX35,C4B63_4g477,0,Not Assigned,"PRFA01000004:218,318..223,759(-)",PRFA01000004:218318..223759(-)
C4B63_4g485,No,middle,16.6512814726862,0.895193632075438,0,0,kinesin,C4B63_4g485,0,Not Assigned,"PRFA01000004:202,040..203,791(-)",PRFA01000004:202040..203791(-)
C4B63_4g486,No,middle,18.238745061395,0.445234378863286,0,0,glycosomal malate dehydrogenase,C4B63_4g486,0,Not Assigned,"PRFA01000004:200,581..201,552(-)",PRFA01000004:200581..201552(-)
C4B63_4g496,No,late,39.0222518173615,0.862491511125288,0,0,transporter,C4B63_4g496,1,Not Assigned,"PRFA01000004:183,576..184,826(-)",PRFA01000004:183576..184826(-)
C4B63_4g501,No,middle,19.9821129864095,0.317200683611387,0,0,signal recognition particle protein,C4B63_4g501,0,Not Assigned,"PRFA01000004:172,572..174,281(-)",PRFA01000004:172572..174281(-)
C4B63_4g513,No,middle,22.5064511249111,0.374661872174218,0,0,Target of rapamycin complex subunit LST8,C4B63_4g513,0,Not Assigned,"PRFA01000004:142,797..144,824(-)",PRFA01000004:142797..144824(-)
C4B63_4g515,No,middle,19.1566840510622,0.580340664063026,0,0,conserved hypothetical protein,C4B63_4g515,0,Not Assigned,"PRFA01000004:137,336..139,687(-)",PRFA01000004:137336..139687(-)
C4B63_4g526,No,late,39.6199412122762,0.883572265905444,0,0,conserved hypothetical protein,C4B63_4g526,0,Not Assigned,"PRFA01000004:121,318..123,642(-)",PRFA01000004:121318..123642(-)
C4B63_4g528,No,late,29.1250578149768,0.407390812108418,0,0,proteasome regulatory non-ATP-ase subunit 9,C4B63_4g528,0,Not Assigned,"PRFA01000004:116,737..117,945(-)",PRFA01000004:116737..117945(-)
C4B63_4g533,No,middle,27.8257262163742,0.760223655530392,0,0,conserved hypothetical protein,C4B63_4g533,0,Not Assigned,"PRFA01000004:95,839..102,267(-)",PRFA01000004:95839..102267(-)
C4B63_4g534,No,middle,21.4920372743107,0.405371510372478,0,0,conserved hypothetical protein,C4B63_4g534,0,Not Assigned,"PRFA01000004:93,905..94,804(-)",PRFA01000004:93905..94804(-)
C4B63_4g545,Yes,late,34.0547178315514,2.40966427890948,0,0,RNA-binding protein 4,C4B63_4g545,0,Not Assigned,"PRFA01000004:73,082..74,551(-)",PRFA01000004:73082..74551(-)
C4B63_4g64,No,early,14.7865039405049,0.750622115560382,0,0,Mitochondrial ADP/ATP carrier protein 5,C4B63_4g64,0,Not Assigned,"PRFA01000004:370,185..371,129(+)",PRFA01000004:370185..371129(+)
C4B63_4g65,No,late,29.0623935844172,0.714999724827956,0,0,multiprotein-bridging factor 1,C4B63_4g65,0,Not Assigned,"PRFA01000004:371,851..372,351(+)",PRFA01000004:371851..372351(+)
C4B63_4g68,No,middle,22.2547297726143,0.403765255305897,0,0,"metallo-peptidase, Clan MG, Family M24",C4B63_4g68,0,Not Assigned,"PRFA01000004:379,732..380,874(+)",PRFA01000004:379732..380874(+)
C4B63_4g71,No,middle,26.3982152583004,1.32937724460872,0,0,QA-SNARE protein,C4B63_4g71,0,Not Assigned,"PRFA01000004:386,865..387,470(+)",PRFA01000004:386865..387470(+)
C4B63_4g86,No,early,11.8712697346968,0.387849342201997,0,0,60S ribosomal protein L17,C4B63_4g86,2,Not Assigned,"PRFA01000004:413,284..413,784(+)",PRFA01000004:413284..413784(+)
C4B63_4g95,No,middle,21.9449227829995,0.591121978534383,0,0,conserved hypothetical protein,C4B63_4g95,0,Not Assigned,"PRFA01000004:435,133..436,602(+)",PRFA01000004:435133..436602(+)
C4B63_4g98,No,middle,27.0974125967559,1.31791465347864,0,0,conserved hypothetical protein,C4B63_4g98,0,Not Assigned,"PRFA01000004:441,193..442,362(+)",PRFA01000004:441193..442362(+)
C4B63_50g199,No,early,14.2220822217944,0.513106368032099,0,0,PTGES2,C4B63_50g199,1,Not Assigned,"PRFA01000050:95,322..96,335(-)",PRFA01000050:95322..96335(-)
C4B63_51g112,No,middle,21.3278671685027,0.551529604750799,0,0,conserved hypothetical protein,C4B63_51g112,0,Not Assigned,"PRFA01000051:254,102..255,979(+)",PRFA01000051:254102..255979(+)
C4B63_51g114,No,middle,20.0960033789782,0.22231878135214,0,0,lectin,C4B63_51g114,0,Not Assigned,"PRFA01000051:257,502..258,956(+)",PRFA01000051:257502..258956(+)
C4B63_51g115,No,middle,16.5195814246176,0.496072136467756,0,0,Proliferation-associated protein 2G4,C4B63_51g115,0,Not Assigned,"PRFA01000051:259,965..261,521(+)",PRFA01000051:259965..261521(+)
C4B63_51g117,No,middle,20.6457147130906,1.05428741603308,0,0,Uncharacterized protein PB7E8.02,C4B63_51g117,0,Not Assigned,"PRFA01000051:262,470..263,984(+)",PRFA01000051:262470..263984(+)
C4B63_51g126,No,middle,17.8963033801434,0.758689744969224,0,0,alpha tubulin,C4B63_51g126,9,Not Assigned,"PRFA01000051:290,772..292,127(+)",PRFA01000051:290772..292127(+)
C4B63_51g127,No,early,13.8662007286692,0.954626546845512,0,0,beta tubulin,C4B63_51g127,9,Not Assigned,"PRFA01000051:292,811..294,139(+)",PRFA01000051:292811..294139(+)
C4B63_51g174,No,middle,24.0367014727123,0.382259112866518,0,0,Flagellar radial spoke protein 4/6,C4B63_51g174,0,Not Assigned,"PRFA01000051:161,298..163,091(-)",PRFA01000051:161298..163091(-)
C4B63_51g192,No,late,33.2842514784661,2.12143868825703,0,0,protein kinase A regulatory subunit,C4B63_51g192,0,Not Assigned,"PRFA01000051:129,965..131,476(-)",PRFA01000051:129965..131476(-)
C4B63_51g207,No,early,12.9452419806977,1.23490969964435,0,0,conserved hypothetical protein,C4B63_51g207,15,Not Assigned,"PRFA01000051:97,414..99,228(-)",PRFA01000051:97414..99228(-)
C4B63_51g213,No,middle,17.9787998177685,0.147678868146535,0,0,"trans-sialidase, Group V",C4B63_51g213,710,Not Assigned,"PRFA01000051:72,522..74,618(-)",PRFA01000051:72522..74618(-)
C4B63_51g237,No,early,13.4832945089002,0.491098186855151,0,0,mucin TcMUCII,C4B63_51g237,0,Not Assigned,"PRFA01000051:16,907..17,713(-)",PRFA01000051:16907..17713(-)
C4B63_51g451c,No,early,10.3078125774296,0.722770471521238,0,0,40S ribosomal protein S12,C4B63_51g451c,1,Not Assigned,"PRFA01000051:226,397..226,822(+)",PRFA01000051:226397..226822(+)
C4B63_51g97,No,early,14.5109749517054,0.57921860750716,0,0,60S ribosomal protein L18,C4B63_51g97,1,Not Assigned,"PRFA01000051:225,235..225,816(+)",PRFA01000051:225235..225816(+)
C4B63_52g137,No,middle,20.2069765165778,0.376311991644042,0,0,conserved hypothetical protein,C4B63_52g137,0,Not Assigned,"PRFA01000052:98,076..99,227(-)",PRFA01000052:98076..99227(-)
C4B63_52g138,No,early,11.549965322742,1.41657152876677,0,0,proline racemase,C4B63_52g138,0,Not Assigned,"PRFA01000052:96,410..97,156(-)",PRFA01000052:96410..97156(-)
C4B63_52g143,No,middle,16.7874437640286,0.750480755571532,0,0,Bifunctional NAD(P)H-hydrate repair enzyme,C4B63_52g143,0,Not Assigned,"PRFA01000052:87,744..89,519(-)",PRFA01000052:87744..89519(-)
C4B63_52g147,No,late,31.5630314139519,0.686030100372275,0,0,conserved hypothetical protein,C4B63_52g147,0,Not Assigned,"PRFA01000052:80,923..83,373(-)",PRFA01000052:80923..83373(-)
C4B63_52g150,No,middle,24.5101557171137,0.569534981701487,0,0,conserved hypothetical protein,C4B63_52g150,0,Not Assigned,"PRFA01000052:71,434..72,195(-)",PRFA01000052:71434..72195(-)
C4B63_52g151,No,early,11.9478492920771,0.696858450616253,0,0,ubiquitin/ribosomal protein S27a,C4B63_52g151,1,Not Assigned,"PRFA01000052:69,930..70,382(-)",PRFA01000052:69930..70382(-)
C4B63_52g168,No,middle,25.6388045234169,0.985299791231272,0,0,Cilia- and flagella-associated protein 44,C4B63_52g168,6,Not Assigned,"PRFA01000052:32,896..38,190(-)",PRFA01000052:32896..38190(-)
C4B63_52g170,No,middle,25.2904133469433,1.27736488322161,0,0,cytoskeleton associated protein,C4B63_52g170,0,Not Assigned,"PRFA01000052:28,080..31,706(-)",PRFA01000052:28080..31706(-)
C4B63_52g312c,No,early,13.5401280223155,0.94630117762187,0,0,calpain-like cysteine peptidase,C4B63_52g312c,1,Not Assigned,"PRFA01000052:188,127..188,471(+)",PRFA01000052:188127..188471(+)
C4B63_52g313c,No,early,15.3507725034943,0.710971580019452,0,0,calpain-like cysteine peptidase,C4B63_52g313c,1,Not Assigned,"PRFA01000052:188,965..189,309(+)",PRFA01000052:188965..189309(+)
C4B63_52g40,No,late,30.8718808120601,0.904089939160977,0,0,immunodominant antigen,C4B63_52g40,0,Not Assigned,"PRFA01000052:163,278..166,025(+)",PRFA01000052:163278..166025(+)
C4B63_52g62,No,late,32.9023359987826,0.520341621373809,0,0,fatty acid elongase,C4B63_52g62,2,Not Assigned,"PRFA01000052:219,956..220,858(+)",PRFA01000052:219956..220858(+)
C4B63_52g63,No,middle,22.6702515956399,0.449938572170456,0,0,fatty acid elongase,C4B63_52g63,0,Not Assigned,"PRFA01000052:222,910..223,473(+)",PRFA01000052:222910..223473(+)
C4B63_52g64,No,middle,19.8170559789347,0.578506617087701,0,0,fatty acid elongase,C4B63_52g64,2,Not Assigned,"PRFA01000052:224,179..225,048(+)",PRFA01000052:224179..225048(+)
C4B63_54g11,No,middle,17.1271251714155,0.373086227564827,0,0,60S ribosomal protein L30,C4B63_54g11,1,Not Assigned,"PRFA01000054:57,430..57,747(+)",PRFA01000054:57430..57747(+)
C4B63_54g138,No,early,15.3331860759822,0.66141200640717,0,0,tyrosine aminotransferase,C4B63_54g138,15,Not Assigned,"PRFA01000054:191,588..192,838(-)",PRFA01000054:191588..192838(-)
